Term1	Term2	Correlation
lying	mention	0.8849847
lying	race	0.8849847
lying	streets	0.8849847
lying	thanksgiving	0.8849847
lying	used	0.8849847
lying	window	0.8849847
march	seas	0.8849847
march	truth	0.8849847
medicine	ring	0.8849847
medicine	toil	0.8849847
medicine	twill	0.8849847
medicine	village	0.8849847
medicine	woman's	0.8849847
mention	proviso	0.8849847
mention	scan	0.8849847
mention	shorter	0.8849847
mention	treading	0.8849847
mention	write	0.8849847
minutest	patient	0.8849847
minutest	playing	0.8849847
minutest	value	0.8849847
mr	sealed	0.8849847
mr	taste	0.8849847
mr	touched	0.8849847
nought	prospective	0.8849847
nought	remorse	0.8849847
nought	tremendous	0.8849847
nought	wandering	0.8849847
ones	places	0.8849847
ones	shalt	0.8849847
ones	smile	0.8849847
ones	somebody	0.8849847
ones	stanza	0.8849847
ones	strove	0.8849847
opposing	paused	0.8849847
opposing	plucking	0.8849847
opposing	pools	0.8849847
opposing	pushed	0.8849847
opposing	smiling	0.8849847
opposing	suppose	0.8849847
opposing	wherefore	0.8849847
opposing	wings	0.8849847
patience	paused	0.8849847
patience	plucking	0.8849847
patience	pools	0.8849847
patience	pushed	0.8849847
patience	smiling	0.8849847
patience	suppose	0.8849847
patience	wherefore	0.8849847
patience	wings	0.8849847
patient	pencil	0.8849847
patient	rule	0.8849847
patient	vital	0.8849847
patient	want	0.8849847
patient	was't	0.8849847
paused	tooth	0.8849847
pencil	playing	0.8849847
pencil	value	0.8849847
perceive	thousand	0.8849847
perennial	praise	0.8849847
perennial	toils	0.8849847
perennial	whoso	0.8849847
perusal	prospective	0.8849847
perusal	remorse	0.8849847
perusal	tremendous	0.8849847
perusal	wandering	0.8849847
pink	thousand	0.8849847
places	stranger	0.8849847
places	turns	0.8849847
playing	rule	0.8849847
playing	vital	0.8849847
playing	want	0.8849847
playing	was't	0.8849847
plucking	tooth	0.8849847
pools	tooth	0.8849847
presumed	sealed	0.8849847
presumed	taste	0.8849847
presumed	touched	0.8849847
prospective	setting	0.8849847
prospective	tenderly	0.8849847
prospective	woods	0.8849847
proviso	race	0.8849847
proviso	streets	0.8849847
proviso	thanksgiving	0.8849847
proviso	used	0.8849847
proviso	window	0.8849847
pushed	tooth	0.8849847
quality	seas	0.8849847
quality	truth	0.8849847
race	scan	0.8849847
race	shorter	0.8849847
race	treading	0.8849847
race	write	0.8849847
remorse	setting	0.8849847
remorse	tenderly	0.8849847
remorse	woods	0.8849847
repine	ring	0.8849847
repine	toil	0.8849847
repine	twill	0.8849847
repine	village	0.8849847
repine	woman's	0.8849847
ring	starved	0.8849847
ring	til	0.8849847
rule	value	0.8849847
scan	streets	0.8849847
scan	thanksgiving	0.8849847
scan	used	0.8849847
scan	window	0.8849847
sealed	slowly	0.8849847
sealed	started	0.8849847
sealed	subtle	0.8849847
sealed	who's	0.8849847
seas	stint	0.8849847
seas	tradition	0.8849847
seas	wish	0.8849847
secreted	thousand	0.8849847
setting	tremendous	0.8849847
setting	wandering	0.8849847
shalt	stranger	0.8849847
shalt	turns	0.8849847
shorter	streets	0.8849847
shorter	thanksgiving	0.8849847
shorter	used	0.8849847
shorter	window	0.8849847
slowly	taste	0.8849847
slowly	touched	0.8849847
smile	stranger	0.8849847
smile	turns	0.8849847
smiling	tooth	0.8849847
somebody	stranger	0.8849847
somebody	turns	0.8849847
stanza	stranger	0.8849847
stanza	turns	0.8849847
started	taste	0.8849847
started	touched	0.8849847
starved	toil	0.8849847
starved	twill	0.8849847
starved	village	0.8849847
starved	woman's	0.8849847
stint	truth	0.8849847
stranger	strove	0.8849847
streets	treading	0.8849847
streets	write	0.8849847
strove	turns	0.8849847
subtle	taste	0.8849847
subtle	touched	0.8849847
suppose	tooth	0.8849847
taste	who's	0.8849847
tenderly	tremendous	0.8849847
tenderly	wandering	0.8849847
thanksgiving	treading	0.8849847
thanksgiving	write	0.8849847
thousand	warm	0.8849847
thousand	yield	0.8849847
til	toil	0.8849847
til	twill	0.8849847
til	village	0.8849847
til	woman's	0.8849847
tooth	wherefore	0.8849847
tooth	wings	0.8849847
touched	who's	0.8849847
tradition	truth	0.8849847
treading	used	0.8849847
treading	window	0.8849847
tremendous	woods	0.8849847
truth	wish	0.8849847
used	write	0.8849847
value	vital	0.8849847
value	want	0.8849847
value	was't	0.8849847
wandering	woods	0.8849847
window	write	0.8849847
dew	like	0.884765
angels	pearl	0.8846517
beauty	bless	0.8838835
beauty	creator	0.8838835
beauty	honored	0.8838835
beauty	overtake	0.8838835
beauty	punctual	0.8838835
beauty	safer	0.8838835
beauty	shape	0.8838835
beauty	signal	0.8838835
beauty	thunder	0.8838835
beauty	you'd	0.8838835
sorry	way	0.88235927
hills	squirrel	0.8819171
hear	said	0.8818307
beyond	meet	0.881662
broad	death	0.8811342
flag	side	0.8811342
anybody	neighbors	0.88095236
cool	ready	0.88095236
future	i've	0.88095236
future	midnight	0.88095236
glory	she's	0.88095236
glory	sum	0.88095236
glory	suspense	0.88095236
i've	midnight	0.88095236
she's	sum	0.88095236
she's	suspense	0.88095236
sum	suspense	0.88095236
bright	bring	0.8808753
squirrel	twice	0.8808753
abroad	tropic	0.8807048
abroad	fathoms	0.8807048
abroad	haunt	0.8807048
abroad	ought	0.8807048
abroad	remove	0.8807048
abroad	sinew	0.8807048
abroad	start	0.8807048
added	beyond	0.8807048
being's	beyond	0.8807048
beyond	decay	0.8807048
beyond	distinct	0.8807048
beyond	estate	0.8807048
beyond	forbid	0.8807048
beyond	interval	0.8807048
beyond	journey	0.8807048
beyond	large	0.8807048
beyond	nearer	0.8807048
beyond	shimmering	0.8807048
beyond	solemn	0.8807048
heaven	near	0.88008714
beauty	heaven	0.87910575
faces	tune	0.87841046
acres	twas	0.87823623
covenant	twas	0.87823623
demand	twas	0.87823623
esoteric	twas	0.87823623
evidence	twas	0.87823623
firm	twas	0.87823623
gentlemen	twas	0.87823623
kingdom	twas	0.87823623
lanes	twas	0.87823623
mold	twas	0.87823623
pleased	twas	0.87823623
society	twas	0.87823623
twas	wave	0.87823623
blush	year	0.87738246
brave	year	0.87738246
dead	touched	0.87738246
guess	make	0.87734646
lifetime	privilege	0.877058
going	worm	0.8769778
got	room	0.8765432
help	kept	0.87637043
breath	children	0.8760376
gain	hope	0.87581134
acquaintance	came	0.875
awkward	came	0.875
beryl	came	0.875
butterflies	came	0.875
came	crimson	0.875
came	frail	0.875
came	splits	0.875
came	throat	0.875
gain	somewhat	0.875
let	perish	0.875
notice	play	0.875
perish	trust	0.875
somewhat	woman	0.875
acclimated	play	0.875
acres	forehead	0.875
added	sing	0.875
adjusted	gain	0.875
adjusted	woman	0.875
advanced	ourself	0.875
affront	high	0.875
afternoon	alas	0.875
afternoon	atmosphere	0.875
afternoon	bit	0.875
afternoon	contracting	0.875
afternoon	conviction	0.875
afternoon	daybreak	0.875
afternoon	glows	0.875
afternoon	merit	0.875
afternoon	oceans	0.875
afternoon	prince	0.875
afternoon	signalize	0.875
afternoon	site	0.875
afternoon	trace	0.875
age	comes	0.875
ago	let	0.875
ago	trust	0.875
apron	ourself	0.875
bars	gain	0.875
bars	woman	0.875
bashful	high	0.875
basis	play	0.875
beheld	play	0.875
beholds	i'd	0.875
being's	sing	0.875
beloved	power	0.875
blossom	let	0.875
blossom	trust	0.875
bodice	ourself	0.875
bondage	play	0.875
borne	comes	0.875
box	heavenly	0.875
brow	distant	0.875
bud	let	0.875
bud	trust	0.875
burn	power	0.875
bustle	power	0.875
buy	canvas	0.875
buy	cheek	0.875
buy	chin	0.875
buy	circumstances	0.875
buy	death's	0.875
buy	domingo	0.875
buy	infer	0.875
buy	legend	0.875
buy	lose	0.875
buy	practise	0.875
buy	send	0.875
buy	tossed	0.875
carnations	play	0.875
carpenter	high	0.875
carried	comes	0.875
cases	gain	0.875
cases	woman	0.875
cashmere	play	0.875
chair	play	0.875
chamber	high	0.875
chased	gain	0.875
chased	woman	0.875
comes	common	0.875
comes	covered	0.875
comes	hang	0.875
comes	mankind	0.875
comes	nameless	0.875
comes	respectful	0.875
comes	rooms	0.875
comes	secret	0.875
comes	shores	0.875
comes	supreme	0.875
comes	teasing	0.875
comes	wedged	0.875
comes	wood	0.875
conclude	need	0.875
confirm	need	0.875
contain	power	0.875
count	i'd	0.875
course	i'd	0.875
covenant	forehead	0.875
craft	play	0.875
cunning	high	0.875
daffodil	distant	0.875
darker	i'd	0.875
darling	west	0.875
decay	sing	0.875
demand	forehead	0.875
descending	power	0.875
diligence	heavenly	0.875
dim	high	0.875
disdain	west	0.875
distant	ghost	0.875
distant	holy	0.875
distant	location's	0.875
distant	salary	0.875
distant	souvenir	0.875
distant	undone	0.875
distant	walking	0.875
distinct	sing	0.875
dominion	i'd	0.875
dress	west	0.875
dumb	i'd	0.875
ease	heavenly	0.875
elate	heavenly	0.875
enable	ourself	0.875
entered	need	0.875
esoteric	forehead	0.875
estate	sing	0.875
ethereal	west	0.875
evidence	forehead	0.875
exists	heavenly	0.875
family	play	0.875
fed	i'd	0.875
firm	forehead	0.875
forbid	sing	0.875
forehead	gentlemen	0.875
forehead	kingdom	0.875
forehead	lanes	0.875
forehead	mold	0.875
forehead	pleased	0.875
forehead	society	0.875
forehead	wave	0.875
fragrant	let	0.875
fragrant	trust	0.875
gain	guides	0.875
gain	honor	0.875
gain	odd	0.875
gain	reached	0.875
gain	testify	0.875
gain	upper	0.875
gain	walls	0.875
glow	west	0.875
goal	heavenly	0.875
guides	woman	0.875
harm	let	0.875
harm	trust	0.875
heavenly	hunted	0.875
heavenly	kind	0.875
heavenly	misery	0.875
heavenly	moments	0.875
heavenly	presumption	0.875
heavenly	sorrow	0.875
heavenly	talked	0.875
heavenly	tie	0.875
heavenly	withdraws	0.875
high	lid	0.875
high	nail	0.875
high	stem	0.875
high	wondered	0.875
high	you're	0.875
honor	woman	0.875
hospitality	ourself	0.875
hurt	let	0.875
hurt	trust	0.875
i'd	mystery	0.875
i'd	question	0.875
i'd	root	0.875
i'd	save	0.875
i'd	strong	0.875
i'd	takes	0.875
inspect	play	0.875
interval	sing	0.875
journey	sing	0.875
large	sing	0.875
lark	need	0.875
let	meridian	0.875
let	noise	0.875
let	separate	0.875
let	sue	0.875
let	unless	0.875
let	wide	0.875
lily	play	0.875
loved	west	0.875
lutes	ourself	0.875
ma	ourself	0.875
madness	play	0.875
meridian	trust	0.875
nearer	sing	0.875
need	perpetual	0.875
need	red	0.875
need	repaired	0.875
need	standing	0.875
need	struggle	0.875
need	theirs	0.875
noise	trust	0.875
odd	woman	0.875
ourself	sense	0.875
ourself	split	0.875
ourself	table	0.875
ourself	width	0.875
play	smiles	0.875
play	time's	0.875
play	vision	0.875
play	yes	0.875
power	presuming	0.875
power	retreat	0.875
power	robe	0.875
power	shuts	0.875
power	springs	0.875
power	staid	0.875
power	transporting	0.875
power	windows	0.875
pursue	west	0.875
quite	west	0.875
reached	woman	0.875
roads	west	0.875
separate	trust	0.875
shimmering	sing	0.875
sing	solemn	0.875
sue	trust	0.875
testify	woman	0.875
trust	unless	0.875
trust	wide	0.875
upper	woman	0.875
walls	woman	0.875
west	worms	0.875
lit	thought	0.87447464
tho	yesterday	0.87447464
god	pit	0.873636
god	oftener	0.873636
god	secure	0.873636
beginning	god	0.873636
chill	god	0.873636
ecstasy's	god	0.873636
god	hated	0.873636
god	impetus	0.873636
god	lain	0.873636
god	march	0.873636
god	quality	0.873636
god	stint	0.873636
god	tradition	0.873636
god	wish	0.873636
dream	land	0.8734561
east	felt	0.8734561
like	transport	0.8733198
clock	went	0.8728716
heavens	went	0.8728716
hid	went	0.8728716
head	world	0.8728716
behind	woman	0.8728716
child	gold	0.8728716
attention	gone	0.8728716
gone	justified	0.8728716
infinity	lest	0.8728716
lest	solid	0.8728716
comes	despair	0.8728716
stir	woman	0.8728716
anybody	faces	0.8728716
cool	happy	0.8728716
faces	neighbors	0.8728716
midnight	worm	0.8728716
shining	times	0.8728716
despair	pit	0.8728716
pit	stir	0.8728716
afternoon	notwithstanding	0.8728716
ample	buy	0.8728716
attention	sing	0.8728716
awful	high	0.8728716
awful	i'd	0.8728716
balm	joy	0.8728716
band	comes	0.8728716
begins	waters	0.8728716
blossoms	woman	0.8728716
blow	play	0.8728716
burst	distant	0.8728716
buy	hour	0.8728716
cast	high	0.8728716
cast	i'd	0.8728716
charge	power	0.8728716
clear	waters	0.8728716
comes	sleep	0.8728716
comes	souls	0.8728716
curiosity	play	0.8728716
daisies	forehead	0.8728716
depart	heavenly	0.8728716
despair	oftener	0.8728716
despair	secure	0.8728716
distant	wheels	0.8728716
doubtless	let	0.8728716
doubtless	trust	0.8728716
evening	power	0.8728716
force	high	0.8728716
force	i'd	0.8728716
forehead	pretty	0.8728716
forehead	tint	0.8728716
gain	timid	0.8728716
gain	whatsoever	0.8728716
gather	ourself	0.8728716
hast	power	0.8728716
hath	let	0.8728716
hath	trust	0.8728716
high	quick	0.8728716
high	sunset	0.8728716
high	syllable	0.8728716
i'd	repose	0.8728716
i'd	sweetest	0.8728716
justified	sing	0.8728716
late	passion	0.8728716
late	string	0.8728716
lonely	sing	0.8728716
oftener	stir	0.8728716
ourself	sudden	0.8728716
power	tide	0.8728716
quick	west	0.8728716
rope	waters	0.8728716
second	smaller	0.8728716
secure	stir	0.8728716
shining	trust	0.8728716
sing	tent	0.8728716
spell	water	0.8728716
sunset	west	0.8728716
syllable	west	0.8728716
affidavit	water	0.8728716
ajar	second	0.8728716
amended	finished	0.8728716
audience	joy	0.8728716
beating	finished	0.8728716
beggar	second	0.8728716
beginning	despair	0.8728716
beginning	stir	0.8728716
bestow	waters	0.8728716
bubble	late	0.8728716
bulb	second	0.8728716
ceased	late	0.8728716
childish	waters	0.8728716
chill	despair	0.8728716
chill	stir	0.8728716
deeper	waters	0.8728716
deprived	waters	0.8728716
despair	ecstasy's	0.8728716
despair	hated	0.8728716
despair	impetus	0.8728716
despair	lain	0.8728716
despair	march	0.8728716
despair	quality	0.8728716
despair	stint	0.8728716
despair	tradition	0.8728716
despair	wish	0.8728716
developed	late	0.8728716
dost	waters	0.8728716
drama	water	0.8728716
drew	joy	0.8728716
ecstasy's	stir	0.8728716
failure	second	0.8728716
farther	water	0.8728716
features	joy	0.8728716
finished	foliage	0.8728716
finished	homes	0.8728716
finished	lying	0.8728716
finished	proviso	0.8728716
finished	scan	0.8728716
finished	shorter	0.8728716
finished	treading	0.8728716
finished	write	0.8728716
floss	waters	0.8728716
flying	joy	0.8728716
followed	second	0.8728716
freight	water	0.8728716
giant	second	0.8728716
growth	joy	0.8728716
gush	second	0.8728716
hasn't	late	0.8728716
hated	stir	0.8728716
henceforth	waters	0.8728716
impetus	stir	0.8728716
joy	lifted	0.8728716
joy	opposing	0.8728716
joy	patience	0.8728716
joy	tooth	0.8728716
lain	stir	0.8728716
late	thousand	0.8728716
leaped	water	0.8728716
march	stir	0.8728716
minutest	water	0.8728716
mr	second	0.8728716
pencil	water	0.8728716
praise	waters	0.8728716
presumed	second	0.8728716
quality	stir	0.8728716
rule	water	0.8728716
second	slowly	0.8728716
second	started	0.8728716
second	subtle	0.8728716
second	who's	0.8728716
stint	stir	0.8728716
stir	tradition	0.8728716
stir	wish	0.8728716
toils	waters	0.8728716
vital	water	0.8728716
want	water	0.8728716
was't	water	0.8728716
waters	whoso	0.8728716
acquaintance	anybody	0.8728716
acquaintance	cold	0.8728716
acquire	cool	0.8728716
acquire	sum	0.8728716
affront	suspense	0.8728716
afterward	midnight	0.8728716
age	she's	0.8728716
antiquated	cool	0.8728716
antiquated	sum	0.8728716
anybody	awkward	0.8728716
anybody	beryl	0.8728716
anybody	butterflies	0.8728716
anybody	crimson	0.8728716
anybody	frail	0.8728716
anybody	splits	0.8728716
anybody	throat	0.8728716
arise	i've	0.8728716
awake	glory	0.8728716
awkward	cold	0.8728716
base	cool	0.8728716
base	sum	0.8728716
bashful	suspense	0.8728716
beholds	future	0.8728716
beryl	cold	0.8728716
big	cool	0.8728716
big	sum	0.8728716
blame	ready	0.8728716
bless	forever	0.8728716
boot	cool	0.8728716
boot	sum	0.8728716
borne	she's	0.8728716
boy	conclude	0.8728716
boy	confirm	0.8728716
boy	entered	0.8728716
boy	lark	0.8728716
boy	perpetual	0.8728716
boy	red	0.8728716
boy	repaired	0.8728716
boy	standing	0.8728716
boy	struggle	0.8728716
boy	theirs	0.8728716
butterflies	cold	0.8728716
canvas	neighbors	0.8728716
carpenter	suspense	0.8728716
carried	she's	0.8728716
centre	cool	0.8728716
centre	sum	0.8728716
chamber	suspense	0.8728716
cheek	neighbors	0.8728716
chin	neighbors	0.8728716
circumstances	neighbors	0.8728716
cold	crimson	0.8728716
cold	frail	0.8728716
cold	splits	0.8728716
cold	throat	0.8728716
common	she's	0.8728716
cool	corn	0.8728716
cool	entertains	0.8728716
cool	fond	0.8728716
cool	fresh	0.8728716
cool	lasts	0.8728716
cool	orient	0.8728716
cool	skill	0.8728716
cool	slower	0.8728716
cool	termed	0.8728716
cool	tonight	0.8728716
cool	venture	0.8728716
cool	wrecked	0.8728716
corn	sum	0.8728716
count	future	0.8728716
course	future	0.8728716
covered	she's	0.8728716
covert	ready	0.8728716
creator	forever	0.8728716
cunning	suspense	0.8728716
darker	future	0.8728716
dazzled	i've	0.8728716
death's	neighbors	0.8728716
defeat	midnight	0.8728716
den	i've	0.8728716
departed	midnight	0.8728716
dim	suspense	0.8728716
disclose	ready	0.8728716
domingo	neighbors	0.8728716
dominion	future	0.8728716
dripping	i've	0.8728716
dumb	future	0.8728716
entertains	sum	0.8728716
estranged	midnight	0.8728716
extremity	i've	0.8728716
fainter	i've	0.8728716
fall	ready	0.8728716
fed	future	0.8728716
final	midnight	0.8728716
finite	midnight	0.8728716
foe	i've	0.8728716
fond	sum	0.8728716
forever	honored	0.8728716
forever	overtake	0.8728716
forever	punctual	0.8728716
forever	safer	0.8728716
forever	shape	0.8728716
forever	signal	0.8728716
forever	thunder	0.8728716
forever	you'd	0.8728716
fresh	sum	0.8728716
future	mystery	0.8728716
future	question	0.8728716
future	root	0.8728716
future	save	0.8728716
future	strong	0.8728716
future	takes	0.8728716
globe	midnight	0.8728716
glory	lamp	0.8728716
glory	observation	0.8728716
glory	spot	0.8728716
goodbye	ready	0.8728716
hang	she's	0.8728716
hit	ready	0.8728716
i've	identity	0.8728716
i've	john	0.8728716
i've	knock	0.8728716
i've	noons	0.8728716
i've	periods	0.8728716
i've	presumptuous	0.8728716
i've	snake	0.8728716
i've	unexpected	0.8728716
infer	neighbors	0.8728716
judgment	ready	0.8728716
junior	ready	0.8728716
lasts	sum	0.8728716
legend	neighbors	0.8728716
lid	suspense	0.8728716
lone	midnight	0.8728716
lose	neighbors	0.8728716
mankind	she's	0.8728716
marvel	midnight	0.8728716
midnight	newer	0.8728716
midnight	pathetic	0.8728716
midnight	problem	0.8728716
midnight	rip	0.8728716
midnight	shook	0.8728716
midnight	sooner	0.8728716
midnight	supple	0.8728716
midnight	unobtrusive	0.8728716
nail	suspense	0.8728716
nameless	she's	0.8728716
neighbors	practise	0.8728716
neighbors	send	0.8728716
neighbors	tossed	0.8728716
orient	sum	0.8728716
